ResponseId,StartDate,EndDate,Progress,Durationinseconds,Finished,Captcha,SharingType,SocialMedia,nicks,headlineA1,headlineS1,headlineC1,t_PageSubmit1,headlineA2,headlineS2,headlineC2,t_PageSubmit2,headlineA3,headlineS3,headlineC3,t_PageSubmit3,headlineA4,headlineS4,headlineC4,t_PageSubmit4,headlineA5,headlineS5,headlineC5,t_PageSubmit5,headlineA6,headlineS6,headlineC6,t_PageSubmit6,headlineA7,headlineS7,headlineC7,t_PageSubmit7,headlineA8,headlineS8,headlineC8,t_PageSubmit8,headlineA9,headlineS9,headlineC9,t_PageSubmit9,headlineA10,headlineS10,headlineC10,t_PageSubmit10,headlineA11,headlineS11,headlineC11,t_PageSubmit11,headlineA12,headlineS12,headlineC12,t_PageSubmit12,headlineA13,headlineS13,headlineC13,t_PageSubmit13,headlineA14,headlineS14,headlineC14,t_PageSubmit14,headlineA15,headlineS15,headlineC15,t_PageSubmit15,headlineA16,headlineS16,headlineC16,t_PageSubmit16,headlineA17,headlineS17,headlineC17,t_PageSubmit17,headlineA18,headlineS18,headlineC18,t_PageSubmit18,headlineA19,headlineS19,headlineC19,t_PageSubmit19,headlineA20,headlineS20,headlineC20,t_PageSubmit20,headlineA21,headlineS21,headlineC21,t_PageSubmit21,headlineA22,headlineS22,headlineC22,t_PageSubmit22,headlineA23,headlineS23,headlineC23,t_PageSubmit23,headlineA24,headlineS24,headlineC24,t_PageSubmit24,headlineA25,headlineS25,headlineC25,t_PageSubmit25,headlineA26,headlineS26,headlineC26,t_PageSubmit26,headlineA27,headlineS27,headlineC27,t_PageSubmit27,headlineA28,headlineS28,headlineC28,t_PageSubmit28,headlineA29,headlineS29,headlineC29,t_PageSubmit29,headlineA30,headlineS30,headlineC30,t_PageSubmit30,headlineA31,headlineS31,headlineC31,t_PageSubmit31,headlineA32,headlineS32,headlineC32,t_PageSubmit32,headlineA33,headlineS33,headlineC33,t_PageSubmit33,headlineA34,headlineS34,headlineC34,t_PageSubmit34,headlineA35,headlineS35,headlineC35,t_PageSubmit35,headlineA36,headlineS36,headlineC36,t_PageSubmit36,headlineA37,headlineS37,headlineC37,t_PageSubmit37,headlineA38,headlineS38,headlineC38,t_PageSubmit38,headlineA39,headlineS39,headlineC39,t_PageSubmit39,headlineA40,headlineS40,headlineC40,t_PageSubmit40,domains,screener_2,Party,DemRep_C,Social_Conserv,Economic_Conserv,ap_1,ap_2,screener_3,CRT_1,tCRT_PageSubmit_1,CRT_2,tCRT_PageSubmit_2,CRT_3,tCRT_PageSubmit_3,Age,Gender,Education,Income,Ethnicity,god,trust,risk,Random,Google,Lucid_age,Lucid_gender,Lucid_hhi,Lucid_ethnicity,Lucid_hispanic,Lucid_education,Lucid_political_party,Lucid_region,seq,us
"R_xhppKy1fSi138U9","2022-03-15 20:37:10","2022-03-15 20:37:31",100,20,1,"15","1,5","1,3,4",4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","",,,,,,,"",,,,,,,,,,,"",,,,,,33,2,10,1,1,4,2,1,2,
"R_BQuUZ5hBA72aTK1","2022-03-15 20:34:11","2022-03-15 20:38:23",100,251,1,"15","1,3,5","3,4,8",5,,,,,4,5,5,4.871,5,5,5,2.018,1,1,1,16.592,5,5,5,4.072,,,,,1,1,1,8.313,3,5,4,3.503,,,,,,,,,7,5,5,9.813,,,,,,,,,,,,,,,,,1,1,1,5.397,,,,,1,1,3,9.694,,,,,1,1,2,7.833,,,,,2,2,3,4.648,6,6,6,6.276,5,4,5,8.318,,,,,,,,,,,,,,,,,,,,,5,6,5,4.373,3,3,4,4.433,3,3,3,4.649,3,4,3,6.527,,,,,3,5,4,5.028,,,,,,,,,4,5,4,3.927,,,,,6,5,5,5.107,"33","2",1,1,3,3,61,62,"4,5",8,10.614,50,9.976,80,8.271,22,2,8,5,"4",8,6,6,2,2,22,2,,1,12,,,3,2,
"R_3TY0PxAQSnLLtIZ","2022-03-15 20:33:12","2022-03-15 20:38:44",100,332,1,"15","3","1,4",5,,,,,,,,,,,,,3,5,5,6.447,3,4,5,6.369,,,,,3,6,1,7.833,4,1,3,8.257,,,,,4,4,4,7.03,,,,,1,4,4,7.286,1,6,4,6.269,4,5,3,13.354,3,3,3,4.729,,,,,,,,,5,6,4,7.198,,,,,,,,,4,5,5,4.365,4,5,4,7.273,,,,,,,,,,,,,1,5,5,7.609,,,,,,,,,4,4,4,8.023,,,,,4,6,4,11.832,1,5,4,4.174,4,5,3,6.827,1,2,3,5.309,,,,,,,,,,,,,,,,,4,5,3,9.88,3,5,4,6.132,"2,3","3,5",2,4,3,4,53,53,"3",8,14.368,50,6.343,20,11.492,45,2,5,6,"1",5,5,5,2,2,45,2,11,1,1,8,2,3,2,
"R_2fqdTOXB3hHEKm6","2022-03-15 20:32:10","2022-03-15 20:39:06",100,416,1,"15","3","1,3,4,8",5,,,,,,,,,3,4,3,10.355,,,,,,,,,,,,,,,,,,,,,1,1,1,5.512,3,3,3,11.76,5,4,2,13.567,,,,,3,3,3,12.775,,,,,4,5,5,10.691,1,1,3,22.252,2,2,2,12.231,3,3,3,8.816,,,,,2,2,2,9.201,4,4,4,11.346,,,,,,,,,5,3,1,6.831,3,2,5,17.817,2,2,2,15.786,,,,,4,4,4,7.782,3,4,4,10.199,5,4,4,12.53,,,,,3,3,4,8.742,,,,,4,3,4,9.749,,,,,,,,,,,,,3,2,2,9.277,,,,,,,,,"17","6",3,4,3,3,62,39,"3",8,7.501,50,10.773,20,14.457,,2,2,3,"1",8,5,5,2,2,39,2,6,1,1,4,2,3,2,
"R_2xR7UDZ0S6ozrQb","2022-03-15 20:39:22","2022-03-15 20:39:34",100,12,1,"15","5","7",4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","",,,,,,,"",,,,,,,,,,,"",,,,,,29,2,1,1,1,4,4,3,2,
"R_2PhEe1CWoPfOipa","2022-03-15 20:32:53","2022-03-15 20:40:16",100,443,1,"15","1,3","1,8,6",5,1,1,1,8.61,1,1,1,7.859,1,3,6,12.135,1,1,1,7.757,,,,,1,1,6,17.288,,,,,1,1,1,12.668,,,,,,,,,,,,,4,2,6,16.007,,,,,,,,,,,,,,,,,1,1,1,9.81,1,1,1,9.007,3,1,4,10.908,,,,,,,,,,,,,1,1,1,11.295,3,1,4,13.382,6,1,7,16.124,,,,,7,4,6,9.855,1,1,5,13.174,,,,,3,1,4,11.701,,,,,,,,,,,,,,,,,4,3,6,12.136,1,1,1,9.313,1,2,4,8.273,1,1,1,8.082,,,,,,,,,"1,3,4,33","3",2,6,5,5,93,16,"5",8,6.873,1,26.201,20,21.3,60,2,3,7,"1",8,6,4,2,2,60,2,,1,1,,,3,2,
"R_1LMThAEF38RJ94Z","2022-03-15 20:29:28","2022-03-15 20:40:51",100,683,1,"15","6","2,3,4,8",5,1,1,1,9.072,,,,,2,1,2,9.746,,,,,4,2,2,18.554,1,1,2,8.024,,,,,,,,,,,,,1,1,2,9.855,,,,,,,,,1,1,6,7.753,4,2,4,108.217,,,,,1,1,1,25.369,,,,,1,1,1,6.893,1,1,4,15.813,,,,,,,,,,,,,,,,,,,,,,,,,5,2,3,5.932,5,3,6,7.855,,,,,5,2,3,59.564,,,,,4,4,4,5.491,4,2,3,32.87,5,3,4,10,4,4,4,7.275,5,4,5,9.628,,,,,,,,,,,,,5,3,5,90.587,7,5,5,10.939,"10","3,5",3,4,2,4,59,28,"4,5",8,10.525,50,11.334,20,15.103,25,2,6,6,"1",7,3,5,2,2,25,2,11,1,1,10,,3,2,
"R_1mCcJrredtJE0XN","2022-03-15 20:40:43","2022-03-15 20:40:59",100,16,1,"15","1","2,8",3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","",,,,,,,"",,,,,,,,,,,"",,,,,,19,2,27,16,1,8,4,3,2,
"R_2bVqzajz2PCL8Rk","2022-03-15 20:29:40","2022-03-15 20:41:00",100,679,1,"15","2","1",5,,,,,7,6,6,4.588,,,,,6,5,6,5.447,,,,,5,6,7,4.72,5,4,6,4.477,,,,,7,7,5,8.484,,,,,,,,,,,,,5,4,5,4.288,7,7,7,4.712,,,,,7,7,7,4.276,,,,,,,,,4,5,4,5.278,5,6,4,6.013,6,6,7,4.476,7,7,6,3.85,5,6,6,3.784,7,5,4,4.708,,,,,7,7,6,435.543,,,,,,,,,,,,,7,7,5,4.165,,,,,5,7,7,4.332,6,6,5,4.407,,,,,,,,,,,,,6,6,5,3.376,,,,,,,,,7,7,6,4.64,"60","4",1,2,3,3,67,79,"3",8,6.977,50,5.894,20,11.368,,2,5,6,"1",8,7,11,2,2,61,2,11,1,1,8,3,2,2,
"R_2Y972CkNUgf7l8T","2022-03-15 20:37:52","2022-03-15 20:41:08",100,196,1,"15","2","2",5,,,,,4,1,1,2.563,4,1,1,2.67,4,1,1,2.976,,,,,,,,,,,,,4,1,1,3.043,4,1,1,3.063,,,,,4,1,1,3.108,4,1,1,2.615,4,4,4,4.992,,,,,,,,,,,,,,,,,4,1,1,4.324,,,,,4,1,1,6.786,,,,,4,1,1,3.114,4,1,1,2.876,4,1,1,2.558,4,1,1,3.165,,,,,,,,,4,1,1,2.94,4,1,1,2.842,4,1,1,2.472,,,,,,,,,,,,,,,,,,,,,4,1,1,3.053,,,,,4,1,1,4.701,4,1,1,2.593,,,,,"17","3,5",3,3,3,3,40,41,"4,5",8,4.918,50,3.369,39,3.866,33,1,3,1,"1",1,4,6,2,2,32,1,4,1,1,6,,2,2,
"R_XL1qdsbaB4yVp85","2022-03-15 20:24:55","2022-03-15 20:41:26",100,990,1,"15","3","1,8",5,,,,,4,1,1,15.771,,,,,,,,,,,,,3,1,1,21.581,2,1,1,25.635,4,1,1,16.646,,,,,1,1,1,27.556,,,,,4,1,1,10.955,5,1,1,24.241,6,1,1,23.711,,,,,1,1,1,28.697,,,,,5,3,5,17.029,,,,,,,,,,,,,5,1,1,18.237,,,,,4,1,1,9.728,5,1,1,37.037,,,,,,,,,3,1,1,14.581,2,1,1,27.14,3,2,1,35.451,1,1,1,17.838,,,,,,,,,,,,,5,1,1,23.702,,,,,,,,,4,1,1,11.887,,,,,4,1,1,26.593,"44","6",3,3,3,3,17,17,"4,5",8,48.489,200,68.528,20,45.987,36,2,2,1,"3",5,2,2,2,2,36,2,1,3,1,,,3,2,
"R_2pW4EBysJgNvdp0","2022-03-15 20:33:14","2022-03-15 20:41:40",100,506,1,"15","","1,3,8",5,1,1,1,32.278,1,1,1,4.461,,,,,,,,,,,,,1,2,1,11.63,,,,,,,,,,,,,1,1,1,11.108,,,,,7,1,1,18.312,1,1,1,11.404,,,,,1,1,1,4.485,1,1,1,10.175,1,1,1,23.691,1,1,1,12.073,,,,,,,,,,,,,7,7,7,10.267,,,,,,,,,,,,,7,7,7,10.607,,,,,1,1,1,4.589,1,1,1,5.631,7,1,1,10.789,7,1,1,8.057,1,1,1,4.966,,,,,7,1,1,22.044,,,,,1,1,1,6.795,,,,,1,1,1,11.271,,,,,,,,,"2","3,5",3,3,5,3,100,100,"1",8,22.872,50,16.85,20,25.243,33,1,2,5,"1",1,1,1,2,2,33,1,9,1,1,5,3,1,2,
"R_10vzfyurUpopEab","2022-03-15 20:31:03","2022-03-15 20:41:54",100,650,1,"15","3","1,2,3,4,8",5,,,,,,,,,,,,,,,,,1,1,1,11.942,,,,,,,,,1,1,3,20.115,1,1,1,20.86,,,,,7,6,6,17.4,1,1,1,43.617,1,6,6,12.014,4,4,5,30.175,,,,,1,1,1,11.6,,,,,2,1,1,26.059,,,,,1,1,1,13.967,7,5,5,19.418,,,,,5,1,6,21.611,,,,,4,6,6,19.524,,,,,5,1,5,15.114,,,,,,,,,,,,,,,,,5,3,4,10.891,,,,,5,2,5,16.282,6,6,6,19.241,5,1,4,17.461,,,,,5,1,5,19.554,5,5,5,46.575,,,,,"17","3,5",1,2,2,3,16,63,"4,5",8,8.645,5,8.958,20,14.211,56,2,3,5,"1",8,2,8,2,2,56,2,8,1,1,6,,3,2,
"R_1MR4xfkFec0dAFc","2022-03-15 20:34:55","2022-03-15 20:41:56",100,420,1,"15","6","1",5,1,1,1,8.955,3,2,2,13.017,,,,,,,,,1,1,1,9.411,,,,,,,,,,,,,1,1,1,13.258,,,,,,,,,1,1,1,5.856,,,,,,,,,3,4,3,3.949,1,1,1,8.174,1,1,1,10.188,4,2,2,11.5,,,,,2,2,2,5.075,,,,,3,4,4,8.781,1,1,1,7.5,,,,,3,3,3,7.8,,,,,,,,,4,3,3,5.603,,,,,1,1,1,6.522,3,3,3,9.064,3,2,2,7.799,3,4,4,7.829,,,,,5,5,5,10.806,,,,,,,,,4,4,3,7.943,,,,,,,,,"17","6",3,3,4,4,50,48,"4,5",8,13.226,50,31.308,20,16.629,61,2,2,2,"1",6,5,8,2,2,61,2,3,1,1,4,3,1,2,
"R_DleUUCS3VAZlrUd","2022-03-15 20:33:30","2022-03-15 20:41:56",100,506,1,"15","3","1",5,,,,,2,2,1,16.012,6,2,4,23.071,4,1,1,19.103,,,,,,,,,2,1,1,20.432,,,,,7,6,4,12.94,,,,,2,1,1,13.848,,,,,,,,,4,2,1,18.561,,,,,1,1,1,9.647,,,,,,,,,4,1,1,17.342,2,1,1,22.726,,,,,,,,,6,2,1,13.084,6,1,1,13.602,7,2,1,13.315,,,,,7,1,1,8.847,7,4,6,12.76,,,,,4,2,2,15.201,,,,,,,,,,,,,,,,,4,1,1,9.713,2,1,1,22.674,4,1,1,12.03,6,1,1,8.433,,,,,,,,,"6","3,5",3,4,3,3,42,6,"4,5",4,3.79,10,30.987,39,5.576,44,2,5,8,"1",1,4,6,2,2,44,2,16,1,1,8,3,2,2,
"R_AmpjFT5LL8adjjj","2022-03-15 20:25:41","2022-03-15 20:42:38",100,1016,1,"15","1,3","1,3,4,8",5,,,,,,,,,,,,,,,,,2,5,6,23.42,1,4,6,18.5,,,,,1,5,6,16.633,1,7,6,16.115,4,4,4,102.774,,,,,1,3,6,41.701,1,7,7,17.415,1,4,4,13.293,,,,,,,,,,,,,7,3,6,22.37,,,,,5,4,4,22.553,4,6,4,20.628,4,4,4,21.492,,,,,,,,,,,,,,,,,7,4,7,29.772,4,7,5,15.334,4,4,4,17.665,1,4,6,95.698,,,,,,,,,7,7,7,10.761,4,5,6,27.349,,,,,,,,,,,,,6,4,6,12.359,1,6,6,18.089,,,,,"3","3,5",1,1,3,3,79,96,"4,5",8,41.953,50,14.501,20,23.331,46,2,2,1,"2",8,5,6,1,2,46,2,1,2,1,6,1,3,2,
"R_8kbFaerb5tXtv4l","2022-03-15 20:32:20","2022-03-15 20:42:41",100,620,1,"15","6","1,3,4,8",5,4,1,1,15.87,3,1,1,13.334,,,,,6,1,1,11.026,,,,,,,,,,,,,1,1,1,12.684,,,,,,,,,4,1,1,9.266,7,1,1,12.374,,,,,3,1,1,17.699,6,1,1,16.761,1,1,1,11.871,,,,,,,,,2,1,1,24.448,,,,,,,,,,,,,7,1,1,15.867,6,1,1,9.626,6,1,1,21.187,3,1,1,10.456,,,,,2,1,1,12.158,,,,,,,,,1,1,1,10.196,,,,,,,,,,,,,,,,,7,1,1,15.549,4,1,1,11.599,,,,,3,1,1,10.285,6,1,1,22.949,"1","4",2,6,4,4,94,0,"5",8,31.576,10,15.933,20,15.092,39,2,2,6,"1",5,3,5,2,2,39,2,27,1,1,4,2,1,2,
"R_2tyhxu8wDJc8zpC","2022-03-15 20:36:10","2022-03-15 20:43:19",100,428,1,"12","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","",,,,,,,"",,,,,,,,,,,"",,,,,,61,1,10,1,1,4,1,2,2,
"R_YXEN952fEX8C1gt","2022-03-15 20:32:16","2022-03-15 20:43:38",100,681,1,"15","6","1,3,4",5,,,,,,,,,1,1,1,6.457,,,,,1,1,1,7.88,1,1,1,17.806,1,1,1,5.344,1,1,1,7.567,1,1,1,5.343,1,1,1,5.632,,,,,,,,,1,1,1,10.517,1,1,1,16.222,,,,,,,,,,,,,1,1,1,14.428,,,,,,,,,,,,,,,,,1,1,1,7.175,,,,,1,1,1,6.624,,,,,1,1,1,6.005,1,1,1,6.635,,,,,,,,,1,1,1,5.684,,,,,1,1,1,5.131,,,,,1,1,1,6.09,1,1,1,68.558,1,1,1,5.843,,,,,1,1,1,6.024,,,,,"17","5",3,3,3,3,28,19,"4,5",8,25.938,50,20.073,100,16.093,26,2,2,1,"2",5,1,1,1,2,26,2,1,2,1,4,3,3,2,
"R_2VNEo0PA6oPkVps","2022-03-15 20:35:25","2022-03-15 20:43:57",100,511,1,"15","1,3","1,8",5,,,,,1,1,1,9.511,2,2,1,12.36,1,1,1,19.907,5,2,2,10.289,3,1,1,11.175,,,,,,,,,3,1,1,11.1,1,1,1,9.732,1,1,1,12.441,,,,,,,,,1,1,1,10.31,,,,,,,,,,,,,,,,,4,2,3,19.998,,,,,6,2,3,16.175,,,,,6,2,3,14.993,3,2,2,15.776,5,3,3,13.698,,,,,,,,,,,,,,,,,4,2,4,16.755,,,,,3,1,1,11.946,,,,,,,,,,,,,4,1,1,13.401,4,2,3,14.097,4,3,2,15.179,,,,,3,1,1,13.254,"4","5",2,6,4,4,63,32,"4,5",8,11.711,50,13.075,20,20.936,40,2,4,7,"1",6,3,4,2,2,50,2,14,15,14,5,2,3,2,
"R_31GEWZZWXHikJ6u","2022-03-15 20:37:00","2022-03-15 20:43:59",100,419,1,"15","3","1,4",5,,,,,1,1,7,13.173,1,1,1,10.328,,,,,4,4,4,6.475,4,4,4,9.986,,,,,4,4,7,15.171,,,,,,,,,,,,,,,,,,,,,1,1,1,5.562,,,,,,,,,7,7,7,10.723,1,1,7,7.645,7,7,7,16.3,1,1,1,11.313,7,7,7,8.985,,,,,,,,,7,7,7,11.857,,,,,7,7,4,8.001,6,6,7,9.502,,,,,,,,,1,1,1,12.094,,,,,7,7,4,8.125,,,,,,,,,7,7,7,5.999,7,7,7,20.101,7,7,1,5.935,,,,,7,7,7,9.014,,,,,"8,15","2",3,3,5,5,0,100,"1",8,12.268,50,10.192,20,20.519,41,2,2,1,"2",7,1,3,2,2,41,2,1,2,1,5,3,3,2,
"R_2aJE9yDoMy1mQ6K","2022-03-15 20:31:16","2022-03-15 20:44:00",100,763,1,"15","4","5,6",5,1,1,1,28.869,1,1,4,18.045,4,6,7,22.831,1,1,1,7.794,,,,,1,1,1,8.978,1,1,1,7.25,,,,,,,,,1,1,1,13.757,,,,,,,,,,,,,,,,,5,3,4,15.673,,,,,1,1,1,71.145,,,,,1,1,1,12.847,,,,,,,,,4,5,6,16.069,,,,,5,3,5,15.552,,,,,3,2,3,9.69,,,,,3,4,4,9.835,4,3,2,11.901,1,1,3,21.233,4,3,4,18.199,,,,,5,4,6,17.548,,,,,,,,,,,,,4,2,4,15.605,,,,,,,,,3,4,4,15.501,"48","3,5",1,3,2,2,43,83,"4,5",8,13.341,50,47.037,25,47.098,37,1,3,7,"2,3",8,4,8,2,2,37,1,15,2,1,6,1,3,2,
"R_2TZcYxblIdznrwT","2022-03-15 20:40:10","2022-03-15 20:44:00",100,230,1,"15","2","1",5,4,4,5,4.24,3,4,5,6.365,5,4,5,4.88,,,,,,,,,,,,,4,4,3,6.415,,,,,,,,,1,3,3,6.714,3,4,4,5.039,2,3,3,4.45,5,4,5,6.364,,,,,4,4,4,4.051,,,,,4,1,4,13.248,,,,,,,,,,,,,,,,,5,5,5,4.418,,,,,,,,,5,4,4,4.665,5,4,2,4.452,5,4,5,4.391,,,,,4,3,5,10.797,,,,,,,,,3,4,3,5.254,,,,,4,3,3,4.842,,,,,,,,,5,4,5,3.537,3,4,4,4.38,4,4,4,8.903,,,,,"1","6",2,5,5,5,64,3,"4,5",5,2.389,1,3.266,5,6.836,,2,3,5,"1",4,5,5,1,2,39,2,5,1,1,6,2,2,2,
"R_9S4wV2rmx4fwTol","2022-03-15 20:32:48","2022-03-15 20:44:21",100,693,1,"15","1","3,4",5,5,2,5,19.584,,,,,5,5,5,7.282,,,,,,,,,,,,,,,,,4,3,7,11.379,4,4,7,19.604,4,3,5,8.843,,,,,2,2,2,7.12,,,,,,,,,,,,,,,,,3,3,5,6.215,3,2,7,79,7,7,7,11.665,2,7,7,8.983,2,1,7,10.475,3,4,7,72.341,,,,,,,,,,,,,4,3,5,17.605,2,2,2,4.974,,,,,4,2,5,16.574,,,,,3,3,3,14.545,4,3,2,9.405,,,,,,,,,4,3,6,6.514,,,,,,,,,,,,,6,6,6,11.917,5,5,5,10.705,"59","2",3,5,3,3,21,19,"3",8,8.053,50,10.891,20,9.997,18,2,1,1,"3",6,4,5,2,2,22,2,27,15,2,3,,1,2,
"R_3ISr9r9Zv6YaDQj","2022-03-15 20:34:30","2022-03-15 20:44:37",100,607,1,"15","2,4,6","1,4",5,1,1,1,19.443,1,1,1,10.61,1,1,1,11.313,1,1,1,9.041,1,1,1,8.897,,,,,,,,,1,1,1,18.111,,,,,1,1,1,9.363,,,,,,,,,1,1,1,12.381,,,,,,,,,,,,,1,1,1,14.287,,,,,1,1,1,17.041,,,,,,,,,,,,,,,,,1,1,1,23.517,4,1,1,14.445,,,,,,,,,3,1,3,12.636,1,1,1,7.277,,,,,,,,,,,,,4,1,4,16.474,7,1,7,13.864,,,,,4,1,2,15.79,4,1,3,18.876,4,1,4,10.052,,,,,5,1,5,17.543,"2,5,8,9,12,14,17,19","3,5",1,1,1,1,0,58,"4",8,10.297,50,22.32,20,25.304,38,2,3,6,"1",2,4,6,2,2,38,2,11,1,1,,1,2,2,
"R_2fdJ8Css9ZiQyGg","2022-03-15 20:37:30","2022-03-15 20:44:42",100,431,1,"15","2","1,2,3,4,8",5,3,1,5,15.42,,,,,,,,,,,,,1,1,6,12.328,1,1,1,8.849,1,1,1,10.389,,,,,,,,,2,4,2,6.725,,,,,,,,,,,,,2,5,2,6.734,3,4,1,14.46,1,1,1,10.237,1,1,1,10.681,,,,,1,1,1,15.758,,,,,6,4,6,9.514,,,,,,,,,,,,,,,,,2,3,5,8.993,4,3,5,8.544,,,,,,,,,,,,,5,3,5,8.4,2,3,5,8.814,2,3,3,10.043,7,4,5,15.385,5,4,7,11.024,,,,,2,3,1,9.72,,,,,,,,,5,4,6,11.054,"1,3,4","4",1,3,2,1,32,71,"4,5",8,19.783,50,10.516,20,20.777,25,2,5,3,"1",8,4,4,2,1,25,2,5,1,1,8,1,3,2,
"R_3DvW7E2zVzkAQcV","2022-03-15 20:27:42","2022-03-15 20:45:09",100,1047,1,"15","6","1",5,4,1,1,9.774,3,1,1,9.397,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,8.554,,,,,1,1,1,14.527,4,1,1,8.258,1,1,1,6.948,1,1,1,9.631,7,1,1,7.141,,,,,1,1,1,145.126,,,,,7,1,1,10.654,,,,,5,1,1,26.572,3,1,1,17.549,4,1,1,15.528,4,1,1,12.328,,,,,4,1,1,7.842,,,,,4,1,1,8.933,,,,,,,,,5,1,1,9.298,4,1,1,7.074,,,,,,,,,,,,,,,,,,,,,6,1,1,7.457,4,1,1,10.417,,,,,"1","3,5",3,4,3,3,50,50,"5",8,9.132,10,7.856,20,4.16,69,2,2,9,"1",7,7,3,2,2,69,2,17,1,1,4,,2,2,
"R_TiL5K28TmgYNbBn","2022-03-15 20:40:48","2022-03-15 20:45:13",100,264,1,"15","3,4","1,2",5,1,1,1,10.048,,,,,,,,,,,,,7,7,7,3.67,,,,,,,,,,,,,,,,,,,,,5,6,4,13.269,,,,,,,,,7,7,7,4.186,5,7,7,6.841,7,7,7,3.5,7,7,7,4.302,7,7,7,7.695,7,5,4,12.587,7,7,7,3.674,,,,,5,7,7,4.047,,,,,,,,,7,7,7,7.932,4,4,4,3.618,7,7,7,3.939,,,,,7,7,7,7.817,,,,,,,,,6,2,1,3.453,,,,,7,7,7,4.497,,,,,,,,,7,7,7,4.726,7,7,7,3.601,7,7,7,3.592,,,,,"22,40","3,5",2,3,4,3,96,95,"4,5",8,9.68,5,12.649,20,11.921,22,2,1,1,"1",1,1,1,2,2,22,2,1,1,1,,,1,2,
"R_3oAwPkDnnIf0ycM","2022-03-15 20:34:59","2022-03-15 20:45:17",100,617,1,"15","4,5","1,2,4,5",5,,,,,5,6,4,6.395,,,,,4,5,3,8.384,,,,,,,,,5,3,6,6.107,,,,,3,3,6,7.8,,,,,5,4,6,5.797,3,7,5,13.4,,,,,5,5,3,5.27,,,,,4,5,2,6.978,,,,,5,4,7,5.1,,,,,5,5,4,24.979,5,4,6,5.49,,,,,,,,,5,4,5,5,,,,,5,5,4,14.208,4,7,6,7.886,,,,,4,7,4,3.8,,,,,,,,,,,,,,,,,3,6,3,8.623,,,,,4,7,4,7.551,4,2,6,10.673,,,,,7,4,5,6.992,6,5,7,9.006,"1,2,4,8,9,12,48","6",2,4,2,2,64,42,"4",28,45.283,100,43.456,50,20.676,31,1,4,5,"6",6,4,7,1,2,31,1,10,14,2,4,,2,2,
"R_1IyZV6BouHS2dtG","2022-03-15 20:38:35","2022-03-15 20:45:34",100,419,1,"15","1","3,4,8",5,1,3,7,10.068,1,3,3,7.808,7,6,7,11.251,1,1,1,10.987,,,,,,,,,7,1,5,10.089,,,,,,,,,7,6,7,13.329,,,,,,,,,1,1,1,9.082,4,6,7,9.338,,,,,,,,,1,1,1,16.182,1,7,7,7.822,,,,,,,,,,,,,,,,,7,7,7,11.57,,,,,,,,,7,2,4,10.945,,,,,4,4,6,12.141,,,,,7,6,7,10.727,1,1,1,10.299,,,,,5,1,1,11.032,,,,,7,4,5,7.798,,,,,3,4,7,9.499,4,2,2,8.196,,,,,4,1,4,16.415,"60","4",2,6,5,5,100,5,"4,5",8,10.569,50,16.463,20,11.868,33,2,3,3,"6",8,1,1,2,2,33,2,6,1,1,6,2,2,2,
"R_r23H50wvvsj1IVb","2022-03-15 20:36:11","2022-03-15 20:45:55",100,584,1,"15","2,5","1,2,4",5,1,1,1,10.34,,,,,1,1,1,10.664,,,,,,,,,,,,,1,1,1,10.785,1,1,1,13.664,,,,,,,,,,,,,,,,,1,1,1,9.913,,,,,1,1,1,9.151,1,1,1,10.475,1,1,1,11.391,,,,,1,1,1,54.41,1,1,1,12.354,,,,,4,3,2,13.327,,,,,,,,,,,,,3,3,3,11.811,3,3,3,13.73,2,2,2,19.727,5,1,1,18.281,,,,,2,2,2,14.502,,,,,1,1,1,11.661,5,5,5,13.676,4,1,1,10.054,,,,,,,,,,,,,4,1,1,11.011,,,,,"6,7,9","3,5",1,3,2,2,36,60,"4,5",8,6.125,50,12.725,20,35.615,69,1,5,7,"1",8,5,7,2,2,69,1,9,1,1,8,1,3,2,
