ResponseId,StartDate,EndDate,Progress,Durationinseconds,Finished,Captcha,SharingType,SocialMedia,nicks,headlineS1,headlineC1,t_PageSubmit1,headlineS2,headlineC2,t_PageSubmit2,headlineS3,headlineC3,t_PageSubmit3,headlineS4,headlineC4,t_PageSubmit4,headlineS5,headlineC5,t_PageSubmit5,headlineS6,headlineC6,t_PageSubmit6,headlineS7,headlineC7,t_PageSubmit7,headlineS8,headlineC8,t_PageSubmit8,headlineS9,headlineC9,t_PageSubmit9,headlineS10,headlineC10,t_PageSubmit10,headlineS11,headlineC11,t_PageSubmit11,headlineS12,headlineC12,t_PageSubmit12,headlineS13,headlineC13,t_PageSubmit13,headlineS14,headlineC14,t_PageSubmit14,headlineS15,headlineC15,t_PageSubmit15,headlineS16,headlineC16,t_PageSubmit16,headlineS17,headlineC17,t_PageSubmit17,headlineS18,headlineC18,t_PageSubmit18,headlineS19,headlineC19,t_PageSubmit19,headlineS20,headlineC20,t_PageSubmit20,headlineS21,headlineC21,t_PageSubmit21,headlineS22,headlineC22,t_PageSubmit22,headlineS23,headlineC23,t_PageSubmit23,headlineS24,headlineC24,t_PageSubmit24,headlineS25,headlineC25,t_PageSubmit25,headlineS26,headlineC26,t_PageSubmit26,headlineS27,headlineC27,t_PageSubmit27,headlineS28,headlineC28,t_PageSubmit28,headlineS29,headlineC29,t_PageSubmit29,headlineS30,headlineC30,t_PageSubmit30,headlineS31,headlineC31,t_PageSubmit31,headlineS32,headlineC32,t_PageSubmit32,headlineS33,headlineC33,t_PageSubmit33,headlineS34,headlineC34,t_PageSubmit34,headlineS35,headlineC35,t_PageSubmit35,headlineS36,headlineC36,t_PageSubmit36,headlineS37,headlineC37,t_PageSubmit37,headlineS38,headlineC38,t_PageSubmit38,headlineS39,headlineC39,t_PageSubmit39,headlineS40,headlineC40,t_PageSubmit40,domains,screener_2,Party,DemRep_C,Social_Conserv,Economic_Conserv,ap_1,ap_2,screener_3,CRT_1,tCRT_PageSubmit_1,CRT_2,tCRT_PageSubmit_2,CRT_3,tCRT_PageSubmit_3,Age,Gender,Education,Income,Ethnicity,god,trust,risk,Random,Google,Lucid_age,Lucid_gender,Lucid_hhi,Lucid_ethnicity,Lucid_hispanic,Lucid_education,Lucid_political_party,Lucid_region
"R_0p0cT6EbEjmkHwR","2022-04-27 19:06:41","2022-04-27 19:24:04",100,1042,1,"15","4","1",5,,,,1,1,14.252,,,,1,3,13.796,1,3,13.301,,,,1,1,23.2,1,4,202.662,,,,1,4,24.29,,,,,,,,,,,,,,,,,,,1,1,5.364,1,1,15.271,3,7,21.663,1,7,23.87,6,6,27.357,1,1,17.164,3,4,28.451,1,5,17.461,,,,7,7,35.802,,,,,,,2,2,13.044,,,,,,,1,3,11.921,1,4,13.578,,,,,,,3,6,25.401,,,,,,,,,,5,7,21.567,"1,6","3,5",1,3,1,2,8,65,"4,5",8,20.976,50,18.002,20,22.947,62,2,3,1,"1",8,1,6,2,2,62,2,2,1,1,6,1,3
"R_2EfTyxHDZ6FzXSm","2022-04-27 19:05:20","2022-04-27 19:40:15",100,2095,1,"15","2,3,5","1,3,4,8",5,4,4,13.051,4,4,33.901,5,5,16.212,,,,1,1,39.744,,,,,,,2,5,18.578,5,5,31.252,,,,,,,,,,,,,,,,2,5,18.614,4,4,34.609,5,5,46.422,,,,4,4,18.227,,,,3,4,14.315,,,,,,,3,4,14.094,,,,,,,2,5,11.656,5,5,9.24,2,5,11.451,,,,,,,5,5,12.081,5,5,15.825,,,,6,6,16.838,6,6,41.578,,,,,,,,,,6,6,17.3,"1,2,3,4,7,8,9,17,44","2",1,2,3,3,31,66,"4,5",8,59.879,50,106.368,2,167.265,27,2,2,6,"2",6,5,4,2,2,27,2,1,2,1,3,4,3
"R_1F5H0oVDIy9Mfb5","2022-04-27 20:36:03","2022-04-27 20:36:17",100,13,1,"36","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","",,,,,,,"",,,,,,,,,,,"",,,,,,36,2,1,2,1,3,2,3
"R_ZE2btxySoan9FsJ","2022-04-27 20:35:51","2022-04-27 20:36:46",100,55,1,"15","2,3","1,3,4,5",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","",,,,,,,"",,,,,,,,,,,"",,,,,,36,1,11,15,2,3,1,2
"R_1otkv7EjPnpa3Nc","2022-04-27 20:38:22","2022-04-27 20:38:50",100,27,1,"15","5","5",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","",,,,,,,"",,,,,,,,,,,"",,,,,,22,2,27,2,15,8,4,3
"R_3ezdzMSY9ZVUMSg","2022-04-27 20:35:12","2022-04-27 20:39:22",100,250,1,"15","1,2,3,4,5","1,2,3,4,8",5,7,6,2.993,6,7,3.694,6,7,2.085,,,,,,,7,7,3.671,,,,,,,,,,7,7,2.638,,,,7,7,9.681,,,,,,,,,,,,,7,7,2.601,7,7,6.9,7,7,3.031,7,7,2.664,,,,,,,,,,,,,7,7,2.733,7,7,2.901,7,7,3.17,7,7,2.969,,,,,,,6,7,2.601,6,7,9.497,7,7,3.232,7,7,2.582,7,7,4.085,,,,,,,,,,,,,7,7,2.878,"18,23","3,5",1,1,5,5,78,85,"4,5",8,2.833,50,14.8,20,3.601,25,1,4,3,"2",7,7,11,2,2,25,1,7,2,1,5,1,2
"R_2rSvXT0vQr7OIbD","2022-04-27 20:39:09","2022-04-27 20:39:35",100,26,1,"15","1,4,5","2,3,4",3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","",,,,,,,"",,,,,,,,,,,"",,,,,,29,1,2,2,1,,2,2
"R_3lE87mk9RsZXPVM","2022-04-27 20:39:32","2022-04-27 20:39:45",100,13,1,"15","4","3",4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","",,,,,,,"",,,,,,,,,,,"",,,,,,23,2,5,1,1,10,1,3
"R_27yw7KwsWM0dAkm","2022-04-27 20:39:37","2022-04-27 20:40:00",100,22,1,"15","3","5",3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","",,,,,,,"",,,,,,,,,,,"",,,,,,32,1,6,1,2,9,2,2
"R_3RmFmmvxzE81pKB","2022-04-27 20:39:18","2022-04-27 20:40:03",100,45,1,"15","3","1,8",3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","",,,,,,,"",,,,,,,,,,,"",,,,,,40,2,5,1,1,6,2,2
"R_3jcBivNyR1E038b","2022-04-27 20:38:47","2022-04-27 20:40:06",100,79,1,"15","3","1,4,8",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","",,,,,,,"",,,,,,,,,,,"",,,,,,45,2,3,2,1,,,3
"R_3KDxIkxlKVWRsZc","2022-04-27 20:35:48","2022-04-27 20:40:21",100,273,1,"15","2,3,4","1,2,3,4,8",5,,,,,,,,,,7,7,3.484,7,7,2.849,,,,7,7,3.102,7,7,3.365,7,7,3.596,,,,7,7,3.3,,,,7,7,2.949,7,7,3.627,7,7,3.141,7,7,2.798,,,,,,,,,,,,,7,7,3.383,7,7,2.763,7,7,3.185,7,7,2.622,,,,,,,,,,,,,7,7,2.63,7,7,2.601,,,,,,,,,,,,,,,,7,7,2.883,7,7,3.299,7,7,5.486,7,7,2.849,,,,"19,32","3",1,2,5,5,97,95,"4,5",8,42.141,50,27.728,20,16.209,32,2,3,4,"2",8,7,11,2,2,32,2,6,2,1,6,1,2
"R_3paUa961EYDuoXq","2022-04-27 20:39:31","2022-04-27 20:40:25",100,54,1,"15","6","7",5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","",,,,,,,"",,,,,,,,,,,"",,,,,,56,2,5,1,1,6,3,3
"R_ehaW2W1jPL1gyNH","2022-04-27 20:38:44","2022-04-27 20:40:40",100,115,1,"15","2,5","7",6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","",,,,,,,"",,,,,,,,,,,"",,,,,,56,2,27,1,1,4,3,3
"R_2TKJDGaJpkKDZsA","2022-04-27 20:36:17","2022-04-27 20:40:43",100,265,1,"15","1","4",5,3,5,4.596,,,,4,3,3.262,,,,3,5,2.753,4,2,5.916,,,,,,,2,1,3.826,,,,,,,,,,,,,4,4,9.623,3,2,4.068,5,4,5.241,2,2,3.624,,,,,,,5,5,3.575,,,,4,4,8.169,,,,,,,,,,2,2,5.203,,,,2,2,4.572,,,,3,2,2.784,3,2,3.1,3,2,7.082,,,,,,,3,2,2.83,2,2,10.019,3,2,4.18,,,,6,5,3.087,,,,"48","3,5",2,5,5,5,63,18,"4,5",8,4.638,50,4.628,45,7.8,30,2,2,1,"1",1,2,3,2,2,30,2,1,1,2,8,1,4
"R_2YRP53y2dsMX29K","2022-04-27 20:41:23","2022-04-27 20:41:35",100,12,1,"15","2,5","1,8",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","",,,,,,,"",,,,,,,,,,,"",,,,,,25,2,8,1,2,6,2,1
"R_1FDEVHID78T998X","2022-04-27 20:41:28","2022-04-27 20:41:37",100,9,1,"33","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","",,,,,,,"",,,,,,,,,,,"",,,,,,25,2,10,2,1,9,2,1
"R_szXDhVK2gcBw8mZ","2022-04-27 20:41:38","2022-04-27 20:42:01",100,23,1,"15","1,3,4","1,3,8",3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","",,,,,,,"",,,,,,,,,,,"",,,,,,25,2,21,1,1,4,1,3
"R_BPo6W75FJp16N0Z","2022-04-27 20:41:46","2022-04-27 20:42:06",100,20,1,"15","2","1",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","",,,,,,,"",,,,,,,,,,,"",,,,,,51,2,2,1,1,4,3,2
"R_1P6JiSZAmNzS385","2022-04-27 20:42:02","2022-04-27 20:42:31",100,28,1,"15","1","1,2,3,4,5,8",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","",,,,,,,"",,,,,,,,,,,"",,,,,,22,1,6,1,1,8,2,4
"R_1n1J5bqtOpRc7sZ","2022-04-27 20:42:25","2022-04-27 20:42:48",100,23,1,"15","1,3,4","1,2,4,8",7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","",,,,,,,"",,,,,,,,,,,"",,,,,,38,2,7,1,1,8,1,2
"R_egnRMPGpYR7w6cN","2022-04-27 20:42:20","2022-04-27 20:42:50",100,30,1,"15","3,4","1,2,3,4,8",3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","",,,,,,,"",,,,,,,,,,,"",,,,,,30,2,1,1,1,6,,3
"R_3dDLeEOXxGsOVa2","2022-04-27 20:36:07","2022-04-27 20:43:01",100,414,1,"15","4","1",5,,,,3,5,6.075,,,,1,1,8.613,,,,,,,1,2,13.259,3,2,10.401,,,,2,5,9.686,1,1,8.233,5,7,8.037,1,1,5.93,,,,,,,,,,,,,1,1,13.428,4,5,14.49,,,,1,1,5.934,,,,3,2,11.201,6,7,7.559,1,4,8.787,,,,1,1,5.256,,,,3,5,6.201,,,,,,,,,,1,1,5.695,1,1,5.601,,,,,,,,,,3,6,11.636,,,,4,5,8.255,"4","3,5",2,6,4,5,84,9,"4,5",8,19.098,50,17.669,20,12.258,58,1,3,3,"1",6,5,5,2,2,58,1,5,1,1,6,2,1
"R_2pQZVMdqGaNreuu","2022-04-27 20:42:57","2022-04-27 20:43:23",100,25,1,"15","5","1,2,3",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","",,,,,,,"",,,,,,,,,,,"",,,,,,48,1,11,1,1,8,1,3
"R_ZI70Ucb97JOewjn","2022-04-27 20:37:29","2022-04-27 20:43:23",100,354,1,"15","3","1,3,4,8",5,1,1,4.809,,,,1,1,4.385,4,4,8.824,6,6,7.205,,,,1,1,7.648,1,1,8.258,7,7,14.056,,,,,,,7,7,11.147,,,,1,1,12.755,,,,,,,,,,,,,1,1,4.856,,,,,,,1,1,6.298,,,,1,1,7.291,1,1,5.068,,,,,,,1,1,4.631,,,,,,,,,,,,,1,1,4.61,,,,1,1,4.783,,,,1,1,6.189,1,1,5.488,3,3,4.545,1,3,12.463,"3,7,15,46","5",3,4,3,3,100,0,"3",8,12.389,50,10.786,20,11.659,38,2,2,4,"1",8,4,11,2,2,38,2,6,1,1,4,3,3
"R_xDifEOiyVs24K8p","2022-04-27 20:43:11","2022-04-27 20:43:30",100,19,1,"15","3","1,4,5",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","",,,,,,,"",,,,,,,,,,,"",,,,,,33,1,1,1,1,4,2,2
"R_1hMU3KExsJNvtQv","2022-04-27 20:42:29","2022-04-27 20:43:32",100,62,1,"15","1","7",5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","",,,,,,,"",,,,,,,,,,,"",,,,,,46,2,27,15,1,,,4
"R_sAr5K6AjG73YoE1","2022-04-27 20:42:59","2022-04-27 20:43:33",100,34,1,"15","4","7",5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","",,,,,,,"",,,,,,,,,,,"",,,,,,34,2,1,1,1,3,,3
"R_2qeKsZQFwzPT5YV","2022-04-27 20:40:55","2022-04-27 20:43:57",100,181,1,"15","3","1,2,3,5,8",5,6,6,2.154,6,5,2.735,,,,,,,,,,,,,,,,6,6,6.472,,,,6,6,2.31,6,5,3.128,5,6,2.8,6,5,2.666,,,,6,6,2.155,6,6,2.125,6,6,4.183,,,,,,,,,,,,,,,,5,6,2.396,6,6,2.723,6,5,2.589,5,6,2.345,5,5,2.256,,,,5,5,2.343,6,6,2.588,5,6,2.214,5,6,2.581,,,,,,,,,,,,,,,,,,,,,,6,6,7.701,"4,7,19,26,27,29,36,42,56","3,5",1,2,4,4,59,59,"3",1,2.001,1,2.023,1,6.878,22,2,4,3,"2",6,5,8,1,1,22,2,5,10,1,3,1,1
"R_3Pvgf6JJdIpiClI","2022-04-27 20:40:37","2022-04-27 20:44:08",100,210,1,"15","4","5",5,5,3,2.782,,,,3,4,4.13,4,2,2.621,,,,3,6,3.144,5,3,2.84,,,,,,,5,5,3.078,,,,5,2,2.633,,,,5,3,4.039,4,4,3.848,5,4,2.996,,,,,,,,,,,,,,,,5,4,3.232,,,,5,4,3.108,,,,6,2,4.41,5,2,3.073,,,,4,6,2.501,,,,,,,4,2,2.873,4,4,2.496,,,,,,,6,3,3.243,,,,4,5,2.55,,,,5,3,3.069,"4,20","3,5",1,3,4,2,44,68,"4,5",8,7.3,50,10.734,20,26.413,22,1,2,3,"2",6,3,5,2,2,22,1,5,2,1,,1,2
"R_2SwvlViPvmmoFsH","2022-04-27 20:44:11","2022-04-27 20:44:20",100,8,1,"14","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","",,,,,,,"",,,,,,,,,,,"",,,,,,34,1,16,1,1,8,1,2
"R_29plVIBIzS7ZcfY","2022-04-27 20:44:02","2022-04-27 20:44:22",100,20,1,"15","2,3,4","1,2,3,4,5,8",3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","",,,,,,,"",,,,,,,,,,,"",,,,,,39,1,4,1,3,,,3
"R_1i4YFuWt8NI09U4","2022-04-27 20:41:07","2022-04-27 20:44:23",100,196,1,"15","5","1,2,3,4",5,,,,6,6,1.237,,,,5,5,2.515,5,6,.055,5,5,3.723,,,,,,,,,,6,6,2.418,6,6,1.349,6,6,2.691,6,6,1.764,6,6,.901,,,,,,,,,,,,,6,5,1.972,,,,5,6,1.615,5,5,1.884,5,5,1.34,5,5,1.693,6,5,.946,,,,6,6,1.761,,,,,,,6,6,.984,6,6,.382,,,,,,,,,,,,,,,,5,6,2.021,6,6,1.568,,,,,,,"5,7,16,24,31,33,54","3,5",2,5,3,3,73,7,"4,5",8,5.884,50,10.8,80,10.796,29,1,2,7,"4",7,5,8,2,2,30,1,14,10,1,3,2,2
"R_1OounzIw8GdhaNl","2022-04-27 20:44:05","2022-04-27 20:44:23",100,18,1,"15","6","1,2,3,5",4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","",,,,,,,"",,,,,,,,,,,"",,,,,,28,1,10,4,1,,,1
"R_2Y957bDhSih1vPO","2022-04-27 20:44:10","2022-04-27 20:44:27",100,17,1,"15","1,2,3,4,5","1",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","",,,,,,,"",,,,,,,,,,,"",,,,,,33,2,6,1,1,,,3
"R_1exbogwlU86Vr3m","2022-04-27 20:44:12","2022-04-27 20:44:28",100,16,1,"1","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","",,,,,,,"",,,,,,,,,,,"",,,,,,43,1,11,1,1,8,,2
"R_1mVm6j9oKTdNGTf","2022-04-27 20:43:23","2022-04-27 20:44:35",100,71,1,"15","3","7",5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","",,,,,,,"",,,,,,,,,,,"",,,,,,47,2,,1,1,,,3
"R_cMSf0YvsdTyk1HP","2022-04-27 20:44:20","2022-04-27 20:44:51",100,30,1,"15","2","7",4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","",,,,,,,"",,,,,,,,,,,"",,,,,,20,1,,2,1,,,2
"R_1femYkdfBx7zlqM","2022-04-27 20:39:32","2022-04-27 20:44:52",100,319,1,"15","6","1,3,5",5,4,3,3.011,,,,,,,1,1,3.461,,,,2,4,8.536,,,,,,,2,4,3.358,2,3,4.119,1,1,3.499,,,,1,1,1.983,,,,,,,,,,2,1,9.405,3,4,3.232,2,3,4.499,,,,,,,2,2,4.845,,,,2,3,4.004,,,,2,3,3.336,1,1,6.001,,,,,,,,,,,,,3,2,16.744,2,1,3.613,3,2,10.393,,,,,,,1,1,4.847,2,3,5.983,,,,3,2,6.527,"4","3,5",3,3,3,3,38,38,"4,5",8,15.101,50,13.817,20,20.566,24,2,2,1,"1",1,1,7,1,1,24,2,1,1,2,4,,3
"R_2qpUw2olfN7Fyu6","2022-04-27 20:38:15","2022-04-27 20:45:08",100,412,1,"15","1,2,3,4","3,4",5,,,,1,1,8.697,,,,,,,,,,6,4,7.305,,,,,,,,,,2,7,14.465,6,6,7.569,,,,7,7,6.959,,,,1,7,9.752,1,1,7.192,1,1,7.411,7,7,5.202,,,,1,1,9.02,4,4,13.839,,,,1,1,7.917,,,,,,,4,4,9.283,1,1,7.115,,,,3,3,9.571,1,1,7.139,6,6,7.702,1,1,8.711,,,,7,7,7.112,,,,7,7,9.476,,,,,,,,,,,,,"3,7","3,5",3,2,1,3,0,100,"4,5",8,7.063,50,9.347,20,22.506,44,2,4,2,"1",5,4,5,2,2,44,2,4,1,1,5,3,4
"R_3rUIo1PorOZhqxC","2022-04-27 20:39:30","2022-04-27 20:45:18",100,347,1,"15","","2,7",7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","",,,,,,,"",,,,,,,,,,,"",,,,,,45,2,5,11,12,10,1,3
"R_1qg4wUWs0x9ygFg","2022-04-27 20:44:33","2022-04-27 20:45:33",100,60,1,"15","6","1,2",3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","",,,,,,,"",,,,,,,,,,,"",,,,,,49,1,1,1,1,9,,3
"R_1K8CHXop5KmKi2Z","2022-04-27 20:45:14","2022-04-27 20:45:41",100,26,1,"15","2","1,5,8",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","",,,,,,,"",,,,,,,,,,,"",,,,,,22,2,7,10,1,3,1,2
"R_UW177KfxL8ue4w1","2022-04-27 20:44:47","2022-04-27 20:45:42",100,55,1,"15","3","1",3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","",,,,,,,"",,,,,,,,,,,"",,,,,,68,2,4,1,1,,1,3
"R_1FQFIrZVwlEQska","2022-04-27 20:40:31","2022-04-27 20:45:43",100,311,1,"15","4","1,4",5,,,,1,7,7.515,,,,1,7,7.146,,,,,,,1,4,12.537,1,1,6.085,,,,,,,1,1,4.187,1,1,8.095,,,,,,,1,1,4.714,,,,1,1,6.314,1,2,6.153,,,,1,1,6.446,,,,1,1,6.696,1,1,5.96,,,,1,1,5.928,1,1,4.824,1,1,4.884,,,,,,,1,1,6.867,,,,,,,1,1,6.354,,,,,,,1,1,9.725,,,,1,3,8.992,1,2,7.106,,,,"3","6",1,3,2,2,34,34,"4,5",8,9.893,50,18.358,20,12.844,58,2,4,12,"1",8,5,5,2,2,58,2,25,1,1,,1,3
"R_3EYFQEPovetRh9l","2022-04-27 20:39:43","2022-04-27 20:45:51",100,368,1,"15","6","1",5,4,4,6.101,,,,5,2,7.2,,,,,,,,,,5,5,6.79,3,6,5.094,1,1,7.782,4,5,3.943,,,,4,4,4.63,,,,5,3,6.422,2,1,6.419,,,,,,,,,,,,,4,6,6.291,1,1,6.722,,,,,,,4,5,6.948,4,4,5.588,,,,4,4,7.626,6,4,4.867,2,2,4.482,,,,,,,4,3,3.793,,,,3,6,6.021,,,,4,4,10.301,,,,4,4,4.424,,,,,,,"48","2",3,4,3,3,53,53,"4,5",8,21.193,50,14.734,20,16.684,49,2,2,3,"1",8,1,5,1,2,49,2,1,1,15,3,3,2
"R_2PpytmxO7mAa1wZ","2022-04-27 20:45:16","2022-04-27 20:46:02",100,46,1,"15","1,2,3,4,5","1,2,4,8",3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","",,,,,,,"",,,,,,,,,,,"",,,,,,42,2,7,2,1,4,,3
